代码,类型,名称,现价,涨跌,涨跌幅,溢折率,成交额,换手率,5日涨跌幅,年初至今,基金份额,估算规模,规模变化,管理公司,年初至今份额变动,年初至今份额变动率,IOPV,跟踪指数代码,跟踪指数名称,市盈率,市净率,上市地
159890.SZ,主,云计算ETF,1.162,0.005,0.0043,0.0029,38153518,0.0726,0.0329,0.0403,454590688,525597753.5,-3208320.291,招商基金,303000000,199.8803515,1.1586,930851.CSI,云计算,109.713,4.8039,深圳证券交易所
588700.SH,主,科创医药指数ETF,1.022,0,0,0.0012,37778708,0.1652,0.0149,0.2328,225336200,230135861.1,-37567853.4,嘉实基金,-140000000,-38.32086719,1.0208,000683.SH,科创生物,487.3032,6.417,上海证券交易所
159857.SZ,主,光伏ETF,0.546,-0.002,-0.0036,-0.0007,37571781,0.0183,-0.0055,-0.1469,3755515725,2053515998,7419392.457,天弘基金,781000000,26.25637489,0.5464,931151.CSI,光伏产业,,1.6922,深圳证券交易所
513650.SH,跨,标普500ETF南方,1.539,-0.002,-0.0013,0.0023,37571478,0.0111,-0.0052,-0.0351,2211734000,3414696123,,南方基金,-340000000,-13.32427283,1.5354,SPX.GI,标普500,27.4182,4.9678,上海证券交易所
513290.SH,跨,纳指生物科技ETF,1.106,0.006,0.0055,0.0066,37365157,0.0298,0.0045,-0.0433,1135072100,1248011774,,汇添富基金,-215500000,-15.95620108,1.0988,NBI.GI,纳斯达克生物技术,,3.6589,上海证券交易所
520520.SH,跨,恒生消费ETF华泰柏瑞,1.114,0.005,0.0045,0.0024,37319967,0.4561,-0.0054,0.09,73606000,82063329.4,-522602.6,华泰柏瑞基金,7000000,10.5095637,1.1113,HSCGSI.HI,恒生消费,18.4057,2.8373,上海证券交易所
159628.SZ,宽,国证2000ETF,1.069,-0.001,-0.0009,0.0007,37232796,0.0525,0.0075,0.069,665283250,711986134.2,-13729005.68,万家基金,-210000000,-23.99223337,1.0683,399303.SZ,国证2000,52.4154,2.2653,深圳证券交易所
517180.SH,主,中国国企ETF,1.444,0.013,0.0091,-0.0003,37132520,0.0548,0.0119,-0.0472,470496300,674174148.3,-517545.93,南方基金,-400000000,-45.95079841,1.4445,GPCCH003.FI,富时中国国企开放共赢,11.6509,1.1978,上海证券交易所
159569.SZ,跨,港股红利低波ETF,1.261,-0.001,-0.0008,0.0006,37069517,0.2933,0.0016,0.0946,100147241,126566083.2,421048.4515,景顺长城基金,-13000000,-11.48945382,1.2603,987016.CNI,港股通红利低波,6.4598,0.5916,深圳证券交易所
159385.SZ,主,数字经济ETF富国,1.022,0.003,0.0029,-0.0013,36891143,0.0903,0,0,401002525,410065182.1,-26054961.12,富国基金,,,1.0233,931529.CSI,国企数字经济,29.4123,2.4534,深圳证券交易所
510510.SH,宽,中证500ETF基金,1.812,0.002,0.0011,0.0001,36605126,0.0198,0.01,0.0112,1023038300,1855279957,3324494.49,广发基金,-214000000,-17.29938354,1.8118,000905.SH,中证500,29.8503,1.8045,上海证券交易所
513350.SH,跨,标普油气ETF,0.891,-0.001,-0.0011,0.0048,36534407,0.0599,-0.022,-0.1125,685746000,609833917.8,,富国基金,475000000,225.3898057,0.8867,SPSIOPTR.SPI,标普石油天然气上游股票全收益指数,,,上海证券交易所
513880.SH,跨,日经225ETF,1.35,-0.002,-0.0015,-0.0035,36444546,0.0253,-0.0103,0.0112,1066970000,1447664896,1920546,华安基金,34000000,3.291479907,1.3547,N225.GI,日经225,15.6861,,上海证券交易所
588090.SH,宽,科创板ETF,1.026,-0.005,-0.0048,0.0043,36135800,0.0083,0.0069,0.0049,4221072800,4332509122,25532608.08,华泰柏瑞基金,-546600000,-11.46471293,1.0216,000688.SH,科创50,97.7553,4.5058,上海证券交易所
588830.SH,主,科创新能源ETF,1.025,0.012,0.0118,0.0006,35964580,0.0761,0.0179,-0.1064,461847900,468129031.4,1339358.91,鹏华基金,144000000,45.30468819,1.0244,000692.SH,科创新能,,1.6878,上海证券交易所
562000.SH,宽,中证A100ETF基金,0.946,0,0,-0.0014,35770102,0.0156,0.0011,-0.0063,2416368900,2288301348,-80217262.2,华宝基金,-1020000000,-29.68249422,0.9473,000903.SH,中证A100,15.0367,1.5605,上海证券交易所
510180.SH,宽,上证180ETF,3.532,0.005,0.0014,0.0005,35333469,0.0017,0.0051,-0.0033,5821057700,20532616825,36686996.2,华安基金,-41500000,-0.707882159,3.5301,000010.SH,上证180,11.1484,1.1624,上海证券交易所
159929.SZ,行,医药ETF,1.318,-0.008,-0.006,-0.0007,34495040,0.0166,0.0053,0.0403,1571204203,2084987977,-22084348.33,汇添富基金,-198000000,-11.1914724,1.3189,000933.SH,800医药,28.9529,2.972,深圳证券交易所
159227.SZ,行,航空航天ETF,1.006,-0.002,-0.002,0.0019,34325809,0.1391,0,0,243911199,245838097.5,170737.8393,华夏基金,,,1.0041,CN5082.CNI,国证航天,97.9967,3.2589,深圳证券交易所
516640.SH,主,芯片龙头ETF,0.748,0.002,0.0027,0.0005,33767945,0.0288,0.0149,0.0094,1572482800,1174801900,12943028.12,富国基金,-82000000,-4.956231639,0.7476,h30007.CSI,芯片产业,123.2861,5.1591,上海证券交易所
159638.SZ,主,高端装备ETF,0.786,-0.002,-0.0025,0.0003,33696637,0.0267,0.0103,0.0142,1593341932,1254119435,5417362.569,嘉实基金,103000000,6.911165672,0.7858,931521.CSI,高装细分50,106.4354,3.6904,深圳证券交易所
159994.SZ,主,5GETF,0.884,0.002,0.0023,0.0008,33542857,0.0223,0.0388,-0.0596,1704001679,1500032678,20395844.49,银华基金,-89000000,-4.96374326,0.8833,931079.CSI,5G通信,27.4883,3.1039,深圳证券交易所
159870.SZ,主,化工ETF,0.563,0.004,0.0072,-0.0011,33425084,0.0237,0.009,-0.026,2506107019,1400913824,2170628.423,鹏华基金,-6500000,-0.258695449,0.5636,000813.CSI,细分化工,23.5157,1.8862,深圳证券交易所
512080.SH,宽,A500ETF中金,1.017,0,0,0.0007,33402772,0.023,0.0059,0,1427186100,1450734671,11215269.96,中金基金,,,1.0163,000510.SH,中证A500,14.6569,1.471,上海证券交易所
561230.SH,宽,中证A50ETF基金,1.114,0.001,0.0009,-0.0002,32974550,0.0188,-0.0018,-0.0054,1576477800,1757615099,-3999187.74,工银瑞信基金,-722000000,-31.41209369,1.1142,930050.CSI,中证A50,17.7506,2.0012,上海证券交易所
513230.SH,跨,港股消费ETF,1.061,-0.005,-0.0047,0.0024,32538093,0.095,0.0086,0.2098,322422700,344669866.3,4062526.02,华夏基金,131000000,68.43493483,1.0585,931454.CSI,港股通消费,21.2356,3.2974,上海证券交易所
516160.SH,主,新能源ETF,1.793,-0.003,-0.0017,0.0018,32493511,0.0074,0.0011,-0.0935,2436642000,4369873763,3741913.6,南方基金,65000000,2.740717191,1.7898,399808.SZ,中证新能,40.5799,1.9751,上海证券交易所
159842.SZ,行,券商ETF,1.012,-0.007,-0.0069,-0.0006,32484443,0.0187,0.0181,-0.0866,1714250631,1749735619,-4949819.006,银华基金,-79000000,-4.405407623,1.0126,399975.SZ,证券公司,22.1085,1.3646,深圳证券交易所
510360.SH,宽,沪深300ETF基金,1.445,0,0,-0.0003,32342107,0.0042,0.0049,-0.0116,5279381200,7632401401,1171434.2,广发基金,-1692000000,-24.27065672,1.4455,000300.SH,沪深300,12.6549,1.3137,上海证券交易所
562080.SH,策,300现金流ETF,1.053,0.007,0.0067,0.0007,32186362,0.1841,0.0019,0,166378600,174215032.1,782494.24,华宝基金,,,1.0523,932366.CSI,300现金流,13.7549,1.7768,上海证券交易所
513810.SH,跨,港股国企ETF,1.493,0.013,0.0088,-0.0009,32025241,0.4759,0.0233,0.12,44992000,67006585.6,-3776815.2,华夏基金,10000000,28.57796068,1.4943,h11153.CSI,内地国有,6.9355,0.6718,上海证券交易所
159202.SZ,跨,恒生互联网科技ETF,1.043,0.008,0.0077,-0.0017,31766882,0.1879,0.0068,0,162401900,168946696.6,7105947.5,万家基金,,,1.0448,HSIII.HI,恒生互联网科技业,19.4355,2.906,深圳证券交易所
516000.SH,主,数据ETF,0.921,0.003,0.0033,0.0029,31403143,0.0709,0.0222,0.0233,482855000,442633178.5,19992655,华夏基金,224000000,86.53493268,0.9183,930902.CSI,中证数据,340.317,4.0962,上海证券交易所
513590.SH,跨,香港消费ETF,0.939,-0.003,-0.0032,0.0011,31275084,0.0843,0.0054,0.2008,395118900,374375157.8,1979452.23,鹏华基金,135300000,52.07473359,0.938,931454.CSI,港股通消费,21.2356,3.2974,上海证券交易所
511620.SH,货,货币基金ETF,100.013,0.008,0.0001,0,30906307,0.1229,0,0.0001,2513800,251380000,520000,国泰基金,854471.31,51.49500007,0,,,,,上海证券交易所
513170.SH,跨,恒生央企ETF,1.337,0.007,0.0053,-0.0023,30884544,0.0525,0.0152,0.0843,441573000,589985685.3,-20306135.3,鹏华基金,21000000,4.993187865,1.3401,HSCSOE.HI,恒生中国央企指数,6.9423,0.6649,上海证券交易所
513320.SH,跨,恒生新经济ETF,1.305,-0.001,-0.0008,0.0033,30523382,0.1922,0.0148,0.2323,122010600,159931494.5,1854561.12,易方达基金,42000000,52.49304467,1.3007,HSSCNE.HI,恒生港股通新经济,24.0439,3.2708,上海证券交易所
159780.SZ,宽,双创ETF,0.538,-0.003,-0.0055,0.0013,30303675,0.0075,0.0113,-0.0528,7488048583,4045043845,35353940.08,南方基金,-582000000,-7.211852494,0.5373,931643.CSI,科创创业50,37.7891,4.2874,深圳证券交易所
588710.SH,主,科创半导体设备ETF,1.014,0.001,0.001,0.0002,30298879,0.1497,0,0,200295000,202978953,-161206758.5,华泰柏瑞基金,,,1.0138,950125.SH,科创半导体材料设备,120.6223,4.6044,上海证券交易所
512040.SH,策,价值100ETF,0.955,0,0,-0.0008,30122331,0.0188,0.0042,-0.0265,1676715900,1600760670,-3018088.62,富国基金,-373000000,-18.19764388,0.9558,931052.CSI,国信价值,8.9236,1.1142,上海证券交易所
159633.SZ,宽,中证1000ETF易方达,2.535,-0.004,-0.0016,0.0005,30105517,0.0158,0.0124,0.0394,751162658,1907277105,6711790.502,易方达基金,-261000000,-25.78636921,2.5338,000852.SH,中证1000,40.9,2.0938,深圳证券交易所
159905.SZ,策,深红利ETF,1.63,0.004,0.0025,-0.0006,29959384,0.0101,-0.0073,-0.0127,1816443951,2954264442,-10535374.92,工银瑞信基金,-258500000,-12.45816784,1.631,399324.SZ,深证红利,13.6402,1.9387,深圳证券交易所
159388.SZ,主,创业板人工智能ETF国泰,1.001,0.007,0.007,0.0005,29512572,0.1539,0.0449,0,192094803,190884605.7,-2628923.186,国泰基金,,,1.0005,970070.CNI,创业板人工智能,81.76,5.1823,深圳证券交易所
159366.SZ,跨,港股医疗ETF,1.196,0.01,0.0084,-0.0074,29137420,0.9677,0.0161,0,25333072,30265421.12,-5054530.877,永赢基金,,,1.2049,932069.CSI,港股通医疗主题,28.1081,2.0911,深圳证券交易所
159221.SZ,策,现金流100ETF,1.019,0.003,0.003,-0.0017,29021106,0.1951,0,0,146013233,148407850,-2225217.203,嘉实基金,,,1.0207,980092.CNI,自由现金流,12.1813,1.5099,深圳证券交易所
159233.SZ,策,自由现金流ETF基金,0.993,0.002,0.002,-0.0019,28832768,0.0454,0,0,639623418,634570393,-19764907.91,平安基金,,,0.9949,932365.CSI,中证现金流,11.1343,1.7093,深圳证券交易所
520660.SH,跨,港股通央企红利ETF南方,0.962,0.01,0.0105,-0.001,28576200,0.0264,0.0042,0.0253,1127485500,1077650641,843151.45,南方基金,-175000000,-13.43585015,0.963,931722CNY100.CSI,国新港股通央企红利CPR,,,上海证券交易所
159837.SZ,主,生物科技ETF,0.472,-0.004,-0.0084,-0.0032,28358741,0.0223,0.0107,0.0703,2696152837,1284716827,-8116351.525,易方达基金,-216000000,-7.417193124,0.4735,930743.CSI,中证生科,57.1259,3.7843,深圳证券交易所
588870.SH,宽,科创50指数ETF,1.019,-0.004,-0.0039,0.0014,28081495,0.1196,0.0059,0,230552000,235716364.8,5593027.2,汇添富基金,,,1.0176,000688.SH,科创50,97.7553,4.5058,上海证券交易所
560090.SH,行,证券ETF龙头,1.146,-0.009,-0.0078,-0.0002,27937761,0.015,0.0187,-0.0898,1621865000,1874065008,7213842,汇添富基金,131000000,8.786845221,1.1462,399975.SZ,证券公司,22.1085,1.3646,上海证券交易所
159667.SZ,主,工业母机ETF,1.117,-0.005,-0.0045,-0.0004,27762356,0.0704,0.0027,0.1048,353016906,395979063.5,11524787.4,国泰基金,-86000000,-19.58922284,1.1174,931866.CSI,中证机床,46.5339,4.0324,深圳证券交易所
512560.SH,主,军工ETF易方达,0.64,-0.003,-0.0047,0.0005,27758137,0.04,0.0016,0.0079,1080127000,693117495.9,-4003544.4,易方达基金,-43000000,-3.82859641,0.6397,399967.SZ,中证军工,97.1181,3.1361,上海证券交易所
561350.SH,宽,国泰中证500ETF,0.907,0,0,0.0001,27551844,0.2562,0.0089,0.0202,118700000,107743990,593500,国泰基金,-24000000,-16.81850035,0.9069,000905.SH,中证500,29.8503,1.8045,上海证券交易所
159801.SZ,主,芯片ETF龙头,0.602,0.001,0.0017,0.0007,27374673,0.0085,0.0135,-0.0131,5390120172,3239462223,49748369.53,广发基金,-240000000,-4.262786453,0.6016,980017.CNI,国证芯片(CNI),107.0766,5.1666,深圳证券交易所
159350.SZ,宽,深证50ETF富国,1.135,0,0,0.001,27080707,0.0865,0.0018,-0.0381,276009642,313491751.4,-18709743.11,富国基金,-188000000,-40.51639944,1.1339,399850.SZ,深证50,23.535,2.9856,深圳证券交易所
159828.SZ,主,医疗ETF,0.408,-0.003,-0.0073,0.0017,26995963,0.0121,0.0025,0.0124,5485439464,2256709795,-20616422.87,国泰基金,53000000,0.975620628,0.4073,399989.SZ,中证医疗,32.0762,3.3003,深圳证券交易所
562510.SH,主,旅游ETF,0.686,-0.001,-0.0015,-0.0003,26932280,0.0375,0.0029,-0.0352,1049595000,720651927,-3523206.5,华夏基金,138000000,15.13830155,0.6862,930633.CSI,中证旅游,903.3273,2.2944,上海证券交易所
588890.SH,主,科创芯片ETF南方,1.716,-0.002,-0.0012,0.0085,26842167,0.049,0.022,0.0457,320810000,546820645,6381755,南方基金,90000000,38.99311122,1.7015,000685.SH,科创芯片,160.78,5.5097,上海证券交易所
516110.SH,主,汽车ETF,1.276,-0.01,-0.0078,0,26635411,0.0662,-0.0237,0,315623100,405386309.6,14012584.8,国泰基金,-97000000,-23.50813612,1.276,h30015.CSI,中证800汽车,25.784,2.4546,上海证券交易所
516820.SH,主,医疗创新ETF,0.355,-0.001,-0.0028,0.0037,26567348,0.0179,0,0.0597,4180415200,1491572143,-31627894.72,平安基金,-773000000,-15.60539484,0.3537,931484.CSI,CS医药创新,29.1198,4.6771,上海证券交易所
515650.SH,主,消费50ETF,1.166,-0.001,-0.0009,0.0007,26197668,0.0116,-0.016,-0.0043,1939184000,2263803402,-8338491.2,富国基金,-30000000,-1.523473682,1.1652,931139.CSI,CS消费50,18.7243,3.7889,上海证券交易所
512900.SH,行,证券ETF南方,1.055,-0.007,-0.0066,-0.0009,26045515,0.004,0.0183,-0.0889,6196906000,6596606437,28752310,南方基金,-78000000,-1.243046509,1.0559,399975.SZ,证券公司,22.1085,1.3646,上海证券交易所
159681.SZ,宽,创50ETF,0.887,-0.004,-0.0045,0.0012,25969051,0.0187,0.0126,-0.0614,1567772337,1398609702,7440931.446,鹏华基金,-332000000,-17.4757782,0.8859,399673.SZ,创业板50,31.0115,4.0677,深圳证券交易所
588860.SH,主,科创医药ETF,1.353,0,0,0.0006,25866950,0.096,0.0173,0.23,200444700,271121501.2,-20930735.71,工银瑞信基金,-276000000,-57.92907341,1.3522,000683.SH,科创生物,487.3032,6.417,上海证券交易所
562060.SH,策,标普红利ETF,1.13,-0.005,-0.0044,-0.0011,25798688,0.0175,0.0107,0.031,1301396300,1475653265,-25108661.15,华宝基金,-334000000,-20.42318428,1.1313,CSPSADRP.CI,标普A股红利,7.2734,0.7707,上海证券交易所
588940.SH,宽,科创50ETF富国,1.015,-0.003,-0.0029,-0.0012,25605626,0.1116,0,0,226420000,231174820,-27629886,富国基金,,,1.0162,000688.SH,科创50,97.7553,4.5058,上海证券交易所
588110.SH,策,科创成长ETF,1.207,0.01,0.0084,0.0017,25231928,0.1177,0.0361,0.127,178758000,214348717.8,74211.6,广发基金,3000000,1.706892432,1.2049,000690.SH,科创成长,85.0991,7.2194,上海证券交易所
159781.SZ,宽,科创创业ETF,0.536,-0.001,-0.0019,0.0034,25192484,0.0031,0.0132,-0.0513,15307860533,8212667176,64315437.68,易方达基金,-1227000000,-7.420685512,0.5342,931643.CSI,科创创业50,37.7891,4.2874,深圳证券交易所
515850.SH,行,券商指数ETF,1.307,-0.01,-0.0076,-0.0009,24791012,0.1019,0.0187,-0.0847,185791000,245039749.9,-2250012.5,富国基金,48500000,35.32642344,1.3082,399975.SZ,证券公司,22.1085,1.3646,上海证券交易所
159378.SZ,主,通用航空ETF,1.098,-0.01,-0.009,0.0002,24757442,0.0286,0.0027,0,782771072,865118588.8,-86297.6064,永赢基金,,,1.0978,980076.CNI,通用航空,90.7458,3.1975,深圳证券交易所
159557.SZ,跨,恒生医疗指数ETF,1.358,0.019,0.0142,-0.0072,24718581,0.0976,0.0398,0.3745,188894955,253780372,-14213351.21,嘉实基金,-8000000,-4.063080235,1.3679,HSHCI.HI,恒生医疗保健,28.1608,2.4398,深圳证券交易所
159210.SZ,跨,港股汽车ETF,0.994,-0.004,-0.004,-0.0044,24570066,0.1108,0,0,223349802,224622895.9,-4693225.812,汇添富基金,,,0.9984,931239.CSI,港股通汽车,21.4877,1.8636,深圳证券交易所
159957.SZ,宽,创业板ETF华夏,1.331,-0.005,-0.0037,-0.0002,24535880,0.0144,0.0137,-0.0411,1280784560,1712024721,35579682.22,华夏基金,-265000000,-17.14339804,1.3312,399006.SZ,创业板指,32.6842,3.7518,深圳证券交易所
159381.SZ,主,创业板人工智能ETF华夏,0.918,0.004,0.0044,0.0011,24322649,0.1019,0.0468,0,261576603,238243970,-1150805.532,华夏基金,,,0.917,970070.CNI,创业板人工智能,81.76,5.1823,深圳证券交易所
560170.SH,主,央企科技ETF,0.836,0,0,-0.0016,24074929,0.0164,0.0133,-0.0402,1750495500,1465689882,-26795088.7,南方基金,57500000,3.396346889,0.8373,932038.CSI,央企科技引领,59.1153,3.6353,上海证券交易所
159581.SZ,策,红利ETF基金,1.024,0.002,0.002,0.0017,23958881,0.0095,0.0049,-0.0129,2471225708,2523862816,-9197609.106,万家基金,-242000000,-8.919272705,1.0223,000922.CSI,中证红利,7.5794,0.7646,深圳证券交易所
510150.SH,主,消费ETF,0.531,-0.003,-0.0056,0.0013,23953549,0.0148,-0.0093,0.0038,3059178600,1631154030,-7647946.5,招商基金,-736000000,-19.39302672,0.5303,000069.SH,消费80,23.7616,3.2077,上海证券交易所
159831.SZ,商,上海金ETF基金,7.552,-0.003,-0.0004,0.0001,23918233,0.0359,0.0247,0.2608,88256243,667146592.1,-1621299.426,嘉实基金,65100000,281.1336882,7.5516,SHAU.SGE,上海金,,,深圳证券交易所
517900.SH,策,银行ETF优选,1.523,0.006,0.004,0.002,23916461,0.0957,0.0277,0.1644,163993500,248499350.6,2285429.9,招商基金,82000000,100.0079275,1.52,931039.CSI,银行AH,6.5724,0.7118,上海证券交易所
560050.SH,宽,MSCI中国A50ETF,0.818,-0.002,-0.0024,-0.0012,23853058,0.0051,-0.0012,-0.0109,5714934400,4685674715,11672092.56,汇添富基金,-1225000000,-17.65146368,0.819,746059.MI,MSCI中国A50互联互通,10.7921,1.2123,上海证券交易所
516670.SH,主,畜牧养殖ETF,0.66,0.001,0.0015,-0.0006,23797960,0.0377,0.0185,0.0628,956266300,629796985.2,-5913428.75,招商基金,-125000000,-11.56051937,0.6604,930707.CSI,中证畜牧,17.0602,2.4547,上海证券交易所
515250.SH,主,智能汽车ETF,0.954,-0.008,-0.0083,0.001,23434027,0.0339,-0.0145,0.0225,725944500,697197097.8,21948389.7,富国基金,63000000,9.503057948,0.953,930721.CSI,CS智汽车,34.7333,3.1278,上海证券交易所
159559.SZ,主,机器人50ETF,1.132,-0.009,-0.0079,-0.0008,23412191,0.0431,-0.0061,0.073,480076622,547047310.8,10167264.26,景顺长城基金,396500000,474.4149626,1.1329,980022.CNI,机器人产业,88.6736,4.6165,深圳证券交易所
510230.SH,行,金融ETF,1.371,-0.003,-0.0022,0.0002,23409853,0.0049,0.0186,0.049,3502808000,4808654822,4934054.4,国泰基金,-81000000,-2.260165723,1.3707,000018.SH,180金融,7.527,0.7896,上海证券交易所
563350.SH,宽,中证A50ETF,1.151,-0.001,-0.0009,-0.0003,23001191,0.0341,-0.0017,-0.0017,585997600,675127835,3413795.44,华泰柏瑞基金,-532000000,-47.58507532,1.1513,930050.CSI,中证A50,17.7506,2.0012,上海证券交易所
515890.SH,策,红利ETF博时,1.386,0.001,0.0007,-0.0014,22887884,0.0333,0.0036,-0.0135,495443900,687131144.9,-3864462.42,博时基金,-17000000,-3.317436309,1.388,000922.CSI,中证红利,7.5794,0.7646,上海证券交易所
588020.SH,策,科创成长50ETF,1.236,0.008,0.0065,0.0048,22812182,0.0623,0.036,0.1298,297791000,364585521.3,-3525684.5,易方达基金,42000000,16.41965511,1.2301,000690.SH,科创成长,85.0991,7.2194,上海证券交易所
513950.SH,跨,恒生红利ETF,1.306,0.007,0.0054,-0.0007,22765275,0.0171,0.0132,0.0947,1019119000,1327708233,14844414.2,富国基金,367000000,56.27807195,1.3069,HSHYLV.HI,恒生港股通高股息低波动,6.5313,0.5823,上海证券交易所
588880.SH,宽,科创100ETF华泰柏瑞,0.952,0.001,0.0011,-0.0007,22756909,0.0985,0.0226,0.0993,243368000,231467304.8,3991235.2,华泰柏瑞基金,-225000000,-48.0391487,0.9527,000698.SH,科创100,285.854,4.4102,上海证券交易所
513150.SH,跨,港股通科技ETF华泰柏瑞,1.122,0,0,0.0029,22673711,0.1641,0.0136,0.2794,123559800,139375454.4,2063448.66,华泰柏瑞基金,2000000,1.645280759,1.1188,931573.CSI,港股通科技,23.847,3.1905,上海证券交易所
588170.SH,主,科创半导体ETF,0.98,0.001,0.001,0.0006,22635736,0.0881,0.0124,0,263149000,257649185.9,3552511.5,华夏基金,,,0.9794,950125.SH,科创半导体材料设备,120.6223,4.6044,上海证券交易所
588780.SH,主,科创芯片设计ETF,1.063,0.003,0.0028,0.0061,22606234,0.0893,0.03,0.1213,239951000,254132104.1,4825793.7,国联安基金,124000000,106.9417254,1.0566,950162.CSI,科创芯片设计,327.4737,8.2899,上海证券交易所
